#	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
																																									
 						
330	0,603671	0,618192	0,640102	0,603865	0,55803	0,540855	0,575527	0,53856	0,536815	0,472969	0,525304	0,484526	0,469775	0,49426	0,521238	0,481123	0,517904	0,448289	0,484888	0,512884	0,556782	0,456944	0,459245	0,423274	0,481935	0,511843	0,527023	0,485398	0,454683	0,47596	0,507269	0,563375	0,448521	0,472936	0,461911	0,505934	0,472387	0,528593	0,510626	0,484711	0,528884
329,5	0,604307	0,613742	0,652	0,590775	0,564015	0,526181	0,567502	0,540867	0,508002	0,488185	0,500397	0,472362	0,468266	0,486932	0,522548	0,509744	0,535605	0,445276	0,481276	0,506488	0,564724	0,470408	0,473268	0,416044	0,493131	0,493035	0,529049	0,473663	0,440668	0,459035	0,515947	0,548775	0,4508	0,489311	0,461903	0,503484	0,476241	0,525523	0,502847	0,490232	0,500921
329	0,589907	0,585009	0,645177	0,566861	0,561897	0,527143	0,581498	0,545465	0,501289	0,508752	0,512226	0,469471	0,465366	0,464677	0,523913	0,525636	0,538724	0,442902	0,515243	0,493915	0,575155	0,471135	0,47267	0,420411	0,48852	0,475345	0,522344	0,486576	0,448386	0,446922	0,527527	0,542046	0,442487	0,51509	0,46908	0,500429	0,48618	0,530812	0,501356	0,505228	0,497186
328,5	0,579725	0,586938	0,636948	0,555804	0,562656	0,549014	0,590051	0,541368	0,513042	0,510463	0,488347	0,479516	0,455346	0,455146	0,529562	0,525651	0,54599	0,443772	0,520781	0,505135	0,580937	0,481773	0,484736	0,432755	0,491257	0,471972	0,510875	0,485411	0,4688	0,44589	0,539323	0,514402	0,458071	0,513023	0,476151	0,493476	0,48956	0,513451	0,472459	0,492323	0,489032
328	0,589075	0,596053	0,631242	0,554254	0,568296	0,557328	0,602533	0,525599	0,524868	0,507684	0,500184	0,467871	0,457524	0,424158	0,548216	0,524682	0,547184	0,443895	0,518724	0,519408	0,569124	0,495845	0,488698	0,429061	0,489239	0,469746	0,500694	0,485519	0,473789	0,454081	0,547276	0,517481	0,476899	0,519183	0,461759	0,491037	0,486728	0,521669	0,462844	0,491169	0,487392
327,5	0,589085	0,60444	0,648484	0,552069	0,576571	0,584486	0,608553	0,516622	0,520111	0,494544	0,495391	0,469628	0,464475	0,423781	0,543115	0,543625	0,556487	0,436493	0,512375	0,529526	0,567	0,508451	0,476332	0,425378	0,480399	0,461122	0,497181	0,481912	0,458097	0,473135	0,532016	0,510571	0,473536	0,522187	0,475278	0,485761	0,495152	0,514602	0,472655	0,470816	0,494138
327	0,596672	0,593881	0,666652	0,552082	0,564322	0,587434	0,597838	0,530945	0,529506	0,496356	0,512258	0,487344	0,446566	0,435362	0,560035	0,554541	0,540635	0,422982	0,516665	0,530651	0,58233	0,496996	0,491776	0,433274	0,46055	0,470871	0,496659	0,472808	0,47873	0,47653	0,525236	0,505086	0,483881	0,511865	0,468373	0,489088	0,510451	0,517384	0,473057	0,461895	0,518126
326,5	0,604598	0,600816	0,667398	0,541507	0,565609	0,575881	0,579081	0,53213	0,529729	0,515638	0,521986	0,489748	0,439815	0,429124	0,569362	0,562514	0,529706	0,450409	0,508703	0,535675	0,582367	0,496453	0,49551	0,44748	0,468079	0,475381	0,498366	0,493412	0,4871	0,485594	0,532168	0,497079	0,509047	0,538559	0,484401	0,490799	0,520452	0,529923	0,468822	0,452246	0,522852
326	0,587772	0,597997	0,650056	0,537869	0,558895	0,56209	0,568894	0,537012	0,515156	0,524252	0,54761	0,489952	0,438423	0,448924	0,541449	0,586977	0,514693	0,480082	0,508662	0,542349	0,575533	0,50704	0,480853	0,464569	0,459881	0,471527	0,472215	0,48489	0,476301	0,497532	0,521301	0,470022	0,488406	0,556483	0,480602	0,485815	0,529991	0,523016	0,464716	0,424253	0,517275
325,5	0,597631	0,591399	0,649347	0,539162	0,566567	0,559319	0,554472	0,530519	0,496819	0,537288	0,540051	0,496694	0,43795	0,455341	0,560501	0,593391	0,529188	0,469012	0,507195	0,52902	0,583573	0,512918	0,480056	0,452413	0,440936	0,455765	0,473049	0,491811	0,50492	0,511911	0,512054	0,446178	0,474055	0,547694	0,487449	0,471138	0,562359	0,550828	0,46275	0,415945	0,514754
325	0,604345	0,580727	0,635102	0,553702	0,577266	0,565777	0,550789	0,545868	0,489414	0,544035	0,545947	0,481194	0,442868	0,446545	0,56349	0,581203	0,518401	0,467077	0,496883	0,541093	0,559678	0,519543	0,490121	0,467555	0,457758	0,463186	0,481063	0,4907	0,503161	0,503636	0,50471	0,43891	0,49182	0,525547	0,503746	0,482727	0,564973	0,555533	0,466615	0,408049	0,49839
324,5	0,579079	0,583863	0,623254	0,564959	0,572516	0,565889	0,55178	0,542139	0,526837	0,532405	0,543966	0,472755	0,458644	0,427769	0,57642	0,586255	0,505196	0,478416	0,512877	0,535543	0,521099	0,522063	0,477555	0,455305	0,476395	0,475922	0,488798	0,504715	0,504828	0,510208	0,504856	0,444131	0,515706	0,515646	0,496918	0,495278	0,548012	0,539575	0,45974	0,414135	0,49614
324	0,585517	0,592634	0,632775	0,557173	0,584948	0,559187	0,570891	0,548844	0,52103	0,551283	0,528318	0,471963	0,455782	0,428618	0,566907	0,584339	0,528904	0,493042	0,526377	0,557779	0,497183	0,521095	0,473567	0,454531	0,484592	0,481354	0,478839	0,520192	0,499872	0,501733	0,501347	0,447219	0,525202	0,505685	0,483219	0,501109	0,540369	0,532348	0,464382	0,427962	0,499062
323,5	0,582952	0,598135	0,618955	0,573148	0,575463	0,560686	0,567252	0,54235	0,515902	0,542864	0,537105	0,463655	0,453833	0,436363	0,568617	0,582431	0,550444	0,511064	0,523582	0,570691	0,531646	0,519566	0,457647	0,471526	0,476503	0,498415	0,481388	0,54333	0,494576	0,501928	0,518877	0,430878	0,53619	0,506922	0,478256	0,515351	0,559283	0,533117	0,466978	0,441594	0,500243
323	0,58582	0,588887	0,620882	0,585893	0,564298	0,590088	0,564986	0,509693	0,538649	0,553865	0,543955	0,47214	0,457851	0,454628	0,583214	0,562887	0,555532	0,52066	0,528004	0,582272	0,526546	0,540174	0,44873	0,471822	0,479351	0,499128	0,46734	0,542033	0,475383	0,515357	0,512876	0,422021	0,539989	0,502032	0,479363	0,522615	0,560183	0,535655	0,484515	0,440184	0,528989
322,5	0,59907	0,599782	0,605787	0,600787	0,560255	0,603474	0,556217	0,506232	0,545977	0,562605	0,537816	0,482121	0,465824	0,473381	0,59189	0,546858	0,548269	0,552094	0,527363	0,589432	0,530555	0,54123	0,442721	0,477355	0,486739	0,492517	0,451067	0,541875	0,47667	0,528222	0,487181	0,432812	0,527391	0,49682	0,478757	0,520863	0,546822	0,537372	0,490206	0,435436	0,53828
322	0,602728	0,593115	0,606014	0,600779	0,557858	0,615513	0,542879	0,532105	0,549122	0,533653	0,54222	0,46743	0,485325	0,4985	0,579555	0,53165	0,529543	0,553854	0,538555	0,588784	0,532103	0,535332	0,442259	0,468013	0,491679	0,500963	0,45318	0,552176	0,47054	0,539994	0,480581	0,444879	0,531728	0,49021	0,488251	0,5259	0,537827	0,550822	0,505432	0,441797	0,542019
321,5	0,596547	0,57825	0,588511	0,608228	0,562699	0,615237	0,546452	0,560833	0,538922	0,532077	0,521891	0,485867	0,494557	0,51765	0,577174	0,542868	0,527213	0,556289	0,56018	0,58507	0,563036	0,537063	0,447643	0,489182	0,488621	0,510534	0,448051	0,55412	0,462845	0,543275	0,494985	0,445965	0,528037	0,493687	0,495537	0,515078	0,551606	0,551592	0,522206	0,457384	0,546107
321	0,58671	0,578687	0,589364	0,604407	0,559244	0,608101	0,547327	0,565268	0,5215	0,537279	0,525061	0,511723	0,495258	0,521932	0,581027	0,545461	0,525176	0,563265	0,560024	0,580282	0,559887	0,532713	0,464606	0,483684	0,496955	0,530941	0,442281	0,560515	0,489394	0,533735	0,506743	0,447874	0,529158	0,483382	0,498077	0,512119	0,547993	0,556199	0,528474	0,469842	0,565749
320,5	0,579878	0,579718	0,58585	0,604747	0,578561	0,59536	0,544113	0,552068	0,517699	0,546545	0,531927	0,503516	0,509396	0,520282	0,574047	0,526822	0,541624	0,576295	0,574341	0,585964	0,55309	0,518971	0,493373	0,495803	0,509994	0,529583	0,444547	0,566922	0,480924	0,538643	0,52668	0,449129	0,52887	0,513626	0,512157	0,529334	0,526547	0,562685	0,517024	0,473791	0,568117
320	0,574919	0,59832	0,575117	0,626115	0,589492	0,605144	0,560267	0,541437	0,516866	0,558801	0,533918	0,494175	0,506931	0,524504	0,550853	0,524641	0,551356	0,577431	0,589877	0,595448	0,552104	0,518311	0,494947	0,494347	0,532059	0,546025	0,451154	0,567043	0,486061	0,528992	0,525633	0,43955	0,514622	0,505796	0,5115	0,535418	0,519107	0,564807	0,534851	0,504601	0,555317
319,5	0,579713	0,577004	0,587458	0,630512	0,601093	0,606372	0,583288	0,547001	0,50966	0,551808	0,528189	0,489774	0,504853	0,517549	0,578359	0,52986	0,551304	0,563429	0,573653	0,607241	0,564922	0,524868	0,512967	0,506156	0,557971	0,550457	0,473059	0,572094	0,513755	0,509303	0,506947	0,454063	0,513764	0,506102	0,524628	0,549015	0,53128	0,575229	0,542738	0,522881	0,562902
319	0,569814	0,580626	0,586742	0,644942	0,610531	0,620452	0,595371	0,558618	0,509428	0,548611	0,534107	0,491599	0,523039	0,514355	0,553039	0,518698	0,538682	0,560972	0,577245	0,613764	0,548417	0,536799	0,516241	0,529363	0,557588	0,576505	0,481404	0,579199	0,513704	0,521777	0,523701	0,482531	0,534818	0,487653	0,528973	0,535061	0,522559	0,581601	0,545071	0,530123	0,591267
318,5	0,574801	0,578451	0,595353	0,61191	0,614827	0,626418	0,589355	0,552823	0,522407	0,565378	0,528471	0,520018	0,525267	0,527187	0,55166	0,528561	0,536835	0,57326	0,594897	0,594935	0,555929	0,536968	0,495743	0,5263	0,557998	0,577711	0,480852	0,583622	0,499289	0,509605	0,526894	0,482748	0,519764	0,493931	0,514918	0,545854	0,520988	0,603398	0,543278	0,547599	0,596201
318	0,571236	0,569277	0,6097	0,605294	0,611171	0,643885	0,613747	0,536918	0,508468	0,560438	0,534612	0,517224	0,536352	0,534467	0,541024	0,526886	0,558353	0,561863	0,605585	0,601036	0,567896	0,556742	0,504959	0,521447	0,555032	0,567841	0,481075	0,587061	0,503385	0,509218	0,529817	0,465498	0,50579	0,51289	0,533561	0,558124	0,529385	0,621836	0,545213	0,566846	0,597693
317,5	0,568085	0,570931	0,614265	0,604694	0,597385	0,653205	0,606064	0,530391	0,5218	0,577624	0,556689	0,528104	0,536166	0,532844	0,562959	0,53437	0,544167	0,559525	0,598386	0,58912	0,57373	0,561525	0,511938	0,532818	0,556882	0,55714	0,485761	0,586647	0,512757	0,509248	0,538896	0,469652	0,508464	0,510097	0,554306	0,571805	0,541082	0,618694	0,526501	0,584917	0,593646
317	0,567155	0,586343	0,639032	0,601403	0,58973	0,663688	0,60549	0,544371	0,536213	0,580904	0,544543	0,527218	0,549895	0,529296	0,565083	0,532658	0,530602	0,54323	0,5955	0,576425	0,560496	0,551104	0,533889	0,538033	0,558462	0,560466	0,490622	0,572571	0,497898	0,516162	0,538344	0,484175	0,512263	0,514599	0,576961	0,590113	0,527547	0,60126	0,502923	0,578524	0,607518
